order_id,order_item_id,existing_profit,calculated_profit,difference,existing_margin,calculated_margin,existing_roi,calculated_roi
114-6636650-0577869,9464,113.84,0.00,-113.84,81.9,0.00,None,NULL
112-9399881-8610632,9454,122.64,0.00,-122.64,82.31,0.00,None,NULL
111-8460595-0535420,9874,141.62,0.00,-141.62,77.75,0.00,None,NULL
112-4243054-9982623,9346,258.55,-11.75,-270.30,98.26,-3.93,5657.55,NULL
111-4856265-0358612,9452,42.49,0.00,-42.49,70.85,0.00,None,NULL
112-8956456-8750652,9451,428.46,0.00,-428.46,85.86,0.00,None,NULL
112-1012662-6109035,9447,255.52,0.00,-255.52,83.86,0.00,None,NULL
112-0514527-8752218,9465,22.16,0.00,-22.16,63.37,0.00,None,NULL
111-1828685-1946601,9443,24.35,0.00,-24.35,60.92,0.00,None,NULL
113-7520790-0315458,9506,74.71,0.00,-74.71,76.31,0.00,None,NULL
113-1379895-2901820,9462,26.4,0.00,-26.40,66.05,0.00,None,NULL
113-7446428-8089854,9461,22.16,0.00,-22.16,63.37,0.00,None,NULL
111-2834278-5209018,9483,48.33,0.00,-48.33,62.76,0.00,None,NULL
112-2127647-2512227,9473,104.27,0.00,-104.27,80.83,0.00,None,NULL
113-4762426-3352208,9954,70.29,0.00,-70.29,72.57,0.00,None,NULL
112-6222295-4802622,9504,69.06,0.00,-69.06,70.47,0.00,None,NULL
113-8010077-6449810,9254,-8.48,0.00,8.48,None,NULL,None,NULL
113-4790328-6033041,10048,110.16,-12.67,-122.83,78.92,-9.08,None,NULL
114-9866712-0774602,10055,50.64,-11.75,-62.39,71.42,-16.57,None,NULL
114-4007660-3282618,9255,-1.27,0.00,1.27,-14.98,0.00,None,NULL
114-1396562-3721060,9511,49.89,0.00,-49.89,69.09,0.00,None,NULL
114-7132571-9666604,9508,69.84,0.00,-69.84,78.47,0.00,None,NULL
112-3041040-1588239,9357,135.56,-9.35,-144.91,82.32,-5.68,None,NULL
111-7477916-8845066,9512,22.16,0.00,-22.16,63.37,0.00,None,NULL
114-5636254-3237848,9513,21.69,0.00,-21.69,63.03,0.00,None,NULL
113-7316075-9821045,9515,54.07,0.00,-54.07,73.09,0.00,None,NULL
113-7524540-5335446,9505,-12.23,0.00,12.23,None,NULL,None,NULL
114-8139882-4787414,10088,-4.25,0.00,4.25,None,NULL,None,NULL
112-3453627-6833825,9522,31.83,0.00,-31.83,63.67,0.00,None,NULL
112-5858520-5376269,9524,23.01,0.00,-23.01,63.97,0.00,None,NULL
113-1704440-7612223,8259,-18.61,0.00,18.61,None,NULL,None,NULL
113-0880360-1969812,7112,7.77,-10.07,-17.84,16.54,-21.44,24.17,-42.87
111-9335974-1469010,9264,-1.27,0.00,1.27,-14.98,0.00,None,NULL
113-0648110-1020252,9909,128.69,-8.20,-136.89,96.57,-5.42,2815.97,NULL
113-3367990-5640232,8610,119.79,0.00,-119.79,86.53,0.00,None,NULL
112-9202595-6356259,8280,-7.34,0.00,7.34,None,NULL,None,NULL
111-7021254-8185044,8143,156.82,0.00,-156.82,84.06,0.00,None,NULL
111-9432480-7841829,1050,-15.1,-9.70,5.40,0.0,NULL,-180.84,NULL
111-0195367-2882670,8211,26.1,0.00,-26.10,72.56,0.00,None,NULL
112-9529087-2641057,10039,36.99,0.00,-36.99,69.15,0.00,None,NULL
114-0849948-7841049,7937,37.39,0.00,-37.39,85.0,0.00,None,NULL
111-9237376-6316254,8618,48.59,0.00,-48.59,72.34,0.00,None,NULL
111-6782685-1705819,8614,-10.66,0.00,10.66,None,NULL,None,NULL
112-5334415-2465852,8124,-25.17,0.00,25.17,None,NULL,None,NULL
114-3757894-5449833,8247,664.32,0.00,-664.32,90.99,0.00,None,NULL
113-0069075-5272279,7916,475.09,0.00,-475.09,88.0,0.00,None,NULL
112-1301683-2747401,7925,-7.34,0.00,7.34,None,NULL,None,NULL
114-2483705-1160252,8738,94.33,0.00,-94.33,78.69,0.00,None,NULL
114-0412335-4084210,9274,153.09,0.00,-153.09,67.44,0.00,None,NULL
112-2499194-8345834,9065,37.65,-9.17,-46.82,70.77,-17.24,None,NULL
111-3918229-5641066,8368,38.51,0.00,-38.51,73.69,0.00,None,NULL
113-3879032-6538613,8152,-25.17,0.00,25.17,None,NULL,None,NULL
112-8308451-5387456,8158,-70.47,0.00,70.47,None,NULL,None,NULL
113-2265779-0105064,9912,-12.04,0.00,12.04,None,NULL,None,NULL
112-4379282-0894656,7946,-8.29,0.00,8.29,None,NULL,None,NULL
112-8124309-4891448,8177,-7.34,0.00,7.34,None,NULL,None,NULL
113-1981735-8241038,980,-12.95,-7.37,5.58,0.0,NULL,-216.56,NULL
114-0569479-5914616,6696,-83.37,-7.91,75.46,None,NULL,-129.46,-12.28
112-4341701-2031435,6386,-40.35,-10.45,29.90,None,NULL,-168.13,-43.54
111-8392730-3902665,7133,-295.01,-9.36,285.65,None,NULL,-118.86,-3.77
111-4056932-1325032,6873,-131.84,-12.55,119.29,None,NULL,-128.64,-12.25
114-9257204-1125867,7295,-36.58,-7.52,29.06,None,NULL,-152.99,-31.45
113-1422393-3451410,7993,12.86,0.00,-12.86,19.68,0.00,38.69,0.00
113-1154415-6137859,7998,139.64,0.00,-139.64,80.05,0.00,None,NULL
114-6458278-7915462,8295,-7.0,0.00,7.00,None,NULL,None,NULL
111-4098048-5629067,9276,86.9,0.00,-86.90,77.6,0.00,None,NULL
112-2826306-6845028,8373,-5.32,0.00,5.32,None,NULL,None,NULL
114-1063459-5633067,1106,-8.7,0.00,8.70,None,NULL,None,NULL
113-2599689-4482659,9663,46.47,0.00,-46.47,67.87,0.00,None,NULL
113-1563861-9772243,9661,46.47,0.00,-46.47,67.87,0.00,None,NULL
114-0032175-1547403,1107,-8.29,0.00,8.29,None,NULL,None,NULL
114-4998736-9562617,9541,194.67,0.00,-194.67,81.45,0.00,None,NULL
114-0495707-7707448,9958,146.84,0.00,-146.84,80.35,0.00,None,NULL
111-4646461-6802613,9540,11.67,0.00,-11.67,51.59,0.00,None,NULL
111-1039436-8913018,9772,-7.34,0.00,7.34,None,NULL,None,NULL
112-9315214-1061823,9552,54.13,0.00,-54.13,71.05,0.00,None,NULL
113-8834461-7277802,9557,208.49,0.00,-208.49,83.73,0.00,None,NULL
112-8320363-8299423,10016,-7.56,0.00,7.56,None,NULL,None,NULL
113-1466676-4026627,9556,-8.48,0.00,8.48,None,NULL,None,NULL
114-2979752-5141838,9698,74.1,0.00,-74.10,77.01,0.00,None,NULL
111-6047085-8561811,9318,35.49,0.00,-35.49,71.02,0.00,None,NULL
113-8685601-6385038,9337,73.49,0.00,-73.49,74.23,0.00,None,NULL
111-6390312-6235424,9327,99.02,0.00,-99.02,76.76,0.00,None,NULL
113-2148735-4195408,9310,39.63,0.00,-39.63,66.08,0.00,None,NULL
114-8749669-6139433,9361,23.03,0.00,-23.03,70.8,0.00,None,NULL
113-8600248-7937037,9368,99.02,-14.50,-113.52,76.76,-11.24,None,NULL
114-2040614-2263456,9392,69.75,0.00,-69.75,70.45,0.00,None,NULL
112-5116895-9313857,9408,78.24,0.00,-78.24,77.51,0.00,None,NULL
113-8238248-6578619,9468,69.84,0.00,-69.84,78.47,0.00,None,NULL
114-0683561-3697835,9550,114.61,0.00,-114.61,76.92,0.00,None,NULL
113-0177633-6345823,9497,73.05,0.00,-73.05,76.16,0.00,None,NULL
114-8241806-8749857,9500,69.84,0.00,-69.84,78.47,0.00,None,NULL
112-1636618-4662655,9531,29.22,0.00,-29.22,67.53,0.00,None,NULL
112-3836126-0616244,9502,568.38,0.00,-568.38,86.38,0.00,None,NULL
114-9368143-9443421,9547,56.16,0.00,-56.16,74.91,0.00,None,NULL
111-0531527-8231409,9528,71.5,0.00,-71.50,65.6,0.00,None,NULL
111-5662469-8281049,9586,45.44,0.00,-45.44,77.16,0.00,None,NULL
113-3364851-9573834,9583,32.85,0.00,-32.85,65.74,0.00,None,NULL
113-9379725-6105863,9587,295.08,0.00,-295.08,84.55,0.00,None,NULL
111-7240843-0745064,9585,99.02,0.00,-99.02,76.76,0.00,None,NULL
112-7454633-4104253,9584,119.09,0.00,-119.09,79.93,0.00,None,NULL
113-5613034-1988207,9970,-4.25,0.00,4.25,None,NULL,None,NULL
111-9365762-3697038,9566,31.83,0.00,-31.83,63.67,0.00,None,NULL
114-5141020-6852210,9536,-7.56,0.00,7.56,None,NULL,None,NULL
113-7455430-5670635,9595,85.91,0.00,-85.91,78.12,0.00,None,NULL
114-3002504-6398668,9598,90.67,0.00,-90.67,77.73,0.00,None,NULL
114-2844789-3619469,9601,29.22,0.00,-29.22,67.53,0.00,None,NULL
114-6156996-1531442,9603,247.65,0.00,-247.65,82.83,0.00,None,NULL
113-6508220-5604207,9600,-9.67,0.00,9.67,None,NULL,None,NULL
111-6751891-8772209,9897,-12.04,0.00,12.04,None,NULL,None,NULL
112-4937415-4029063,9608,193.02,0.00,-193.02,84.29,0.00,None,NULL
114-5118464-7393867,9611,25.51,0.00,-25.51,63.79,0.00,None,NULL
112-7676717-8972211,9610,73.49,0.00,-73.49,74.23,0.00,None,NULL
114-6779921-9233808,9607,69.06,0.00,-69.06,70.47,0.00,None,NULL
114-0230165-6793870,9609,48.94,0.00,-48.94,69.01,0.00,None,NULL
113-8489874-8473853,10024,-10.63,0.00,10.63,None,NULL,None,NULL
114-3494550-6411449,9612,75.67,0.00,-75.67,76.43,0.00,None,NULL
113-1566080-7634627,9797,-8.48,0.00,8.48,None,NULL,None,NULL
113-3836604-7072269,10163,50.98,0.00,-50.98,72.88,0.00,None,NULL
112-2358962-3707466,9719,-8.48,0.00,8.48,None,NULL,None,NULL
113-5429520-2695450,9902,-12.04,0.00,12.04,None,NULL,None,NULL
112-7250947-2665036,10164,242.76,0.00,-242.76,88.48,0.00,None,NULL
